d3mIndex,Company,Year,Date,Close
2207,baf,2010,06-30,10.224
2208,baf,2010,07-01,10.138
2209,baf,2010,07-02,10.194
2210,baf,2010,07-06,10.252
2211,baf,2010,07-07,10.236
2212,baf,2010,07-08,10.183
2213,baf,2010,07-09,10.17
2214,baf,2010,07-12,10.213
2215,baf,2010,07-13,10.177
2216,baf,2010,07-14,10.17
2217,baf,2010,07-15,10.131
2218,baf,2010,07-16,10.17
2219,baf,2010,07-19,10.189
2220,baf,2010,07-20,10.177
2221,baf,2010,07-21,10.207
2222,baf,2010,07-22,10.207
2223,baf,2010,07-23,10.124
2224,baf,2010,07-26,10.145
2225,baf,2010,07-27,10.138
2226,baf,2010,07-28,10.273
2227,baf,2010,07-29,10.344
2228,baf,2010,07-30,10.392
2229,baf,2010,08-02,10.43
2230,baf,2010,08-03,10.451
2231,baf,2010,08-04,10.529000000000002
2232,baf,2010,08-05,10.546
2233,baf,2010,08-06,10.566
2234,baf,2010,08-09,10.628
2235,baf,2010,08-10,10.691
2236,baf,2010,08-11,10.738
2237,baf,2010,08-12,10.713
2238,baf,2010,08-13,10.749
2239,baf,2010,08-16,10.749
2240,baf,2010,08-17,10.594
2241,baf,2010,08-18,10.546
2242,baf,2010,08-19,10.579
2243,baf,2010,08-20,10.644
2244,baf,2010,08-23,10.713
2245,baf,2010,08-24,10.628
2246,baf,2010,08-25,10.657
2247,baf,2010,08-26,10.684
2248,baf,2010,08-27,10.726
2249,baf,2010,08-30,10.749
2250,baf,2010,08-31,10.717
2251,baf,2010,09-01,10.706
2252,baf,2010,09-02,10.706
2253,baf,2010,09-03,10.691
2254,baf,2010,09-07,10.699000000000002
2255,baf,2010,09-08,10.758
2256,baf,2010,09-09,10.841
2257,baf,2010,09-10,10.902
2258,baf,2010,09-13,10.874
2259,baf,2010,09-14,10.836
2260,baf,2010,09-15,10.587
2261,baf,2010,09-16,10.357
2262,baf,2010,09-17,10.501
2263,baf,2010,09-20,10.579
2264,baf,2010,09-21,10.594
2265,baf,2010,09-22,10.621
2266,baf,2010,09-23,10.684
2267,baf,2010,09-24,10.644
2268,baf,2010,09-27,10.636
2269,baf,2010,09-28,10.613
2270,baf,2010,09-29,10.529000000000002
2271,baf,2010,09-30,10.538
2272,baf,2010,10-01,10.599
2273,baf,2010,10-04,10.541
2274,baf,2010,10-05,10.541
2275,baf,2010,10-06,10.515999999999998
2276,baf,2010,10-07,10.451
2277,baf,2010,10-08,10.442
2278,baf,2010,10-11,10.515999999999998
2279,baf,2010,10-12,10.552
2280,baf,2010,10-13,10.552
2281,baf,2010,10-14,10.559
2282,baf,2010,10-15,10.529000000000002
2283,baf,2010,10-18,10.4
2284,baf,2010,10-19,10.338
2285,baf,2010,10-20,10.31
2286,baf,2010,10-21,10.338
2287,baf,2010,10-22,10.366
2288,baf,2010,10-25,10.362
2289,baf,2010,10-26,10.366
2290,baf,2010,10-27,10.33
2291,baf,2010,10-28,10.338
2292,baf,2010,10-29,10.369000000000002
2295,baf,2011,01-03,8.9905
2296,baf,2011,01-04,8.9905
2297,baf,2011,01-05,8.9428
2298,baf,2011,01-06,8.9664
2299,baf,2011,01-07,8.9664
2300,baf,2011,01-10,8.8686
2301,baf,2011,01-11,8.8686
2302,baf,2011,01-12,8.6964
2303,baf,2011,01-13,8.5604
2304,baf,2011,01-14,8.2453
2305,baf,2011,01-18,8.3491
2306,baf,2011,01-19,8.3528
2307,baf,2011,01-20,8.5126
2308,baf,2011,01-21,8.5948
2309,baf,2011,01-24,8.7321
2310,baf,2011,01-25,8.7118
2311,baf,2011,01-26,8.7795
2312,baf,2011,01-27,8.7592
2313,baf,2011,01-28,8.7377
2314,baf,2011,01-31,8.7454
2315,baf,2011,02-01,8.7795
2316,baf,2011,02-02,8.7942
2317,baf,2011,02-03,8.8345
2318,baf,2011,02-04,8.8074
2319,baf,2011,02-07,8.8612
2320,baf,2011,02-08,8.8551
2321,baf,2011,02-09,8.8345
2322,baf,2011,02-10,8.8345
2323,baf,2011,02-11,8.8408
2324,baf,2011,02-14,8.7261
2325,baf,2011,02-15,8.7377
2326,baf,2011,02-16,8.7997
2327,baf,2011,02-18,8.8612
2328,baf,2011,02-22,8.6964
2329,baf,2011,02-23,8.7454
2330,baf,2011,02-24,8.8276
2331,baf,2011,02-25,8.8677
2332,baf,2011,02-28,8.9756
2333,baf,2011,03-01,9.0422
2334,baf,2011,03-02,9.0422
2335,baf,2011,03-03,9.014
2336,baf,2011,03-04,8.9848
2337,baf,2011,03-07,8.9222
2338,baf,2011,03-08,8.9728
2339,baf,2011,03-09,8.9664
2340,baf,2011,03-10,8.9728
2341,baf,2011,03-11,8.9577
2342,baf,2011,03-14,8.889
2343,baf,2011,03-15,8.8743
2344,baf,2011,03-16,8.8612
2345,baf,2011,03-17,8.8743
2346,baf,2011,03-18,8.8677
2347,baf,2011,03-21,8.8816
2348,baf,2011,03-22,8.8475
2349,baf,2011,03-23,8.8677
2350,baf,2011,03-24,8.8542
2351,baf,2011,03-25,8.8677
2352,baf,2011,03-28,8.9428
2353,baf,2011,03-29,8.9363
2354,baf,2011,03-30,8.9148
2355,baf,2011,03-31,8.9269
2356,baf,2011,04-01,8.9577
2357,baf,2011,04-04,8.9363
2358,baf,2011,04-05,8.9315
2359,baf,2011,04-06,8.9438
2360,baf,2011,04-07,8.9241
2361,baf,2011,04-08,8.9222
2362,baf,2011,04-11,8.908999999999997
2363,baf,2011,04-12,8.8753
2364,baf,2011,04-13,8.8542
2365,baf,2011,04-14,8.8056
2366,baf,2011,04-15,8.8056
2367,baf,2011,04-18,8.7935
2368,baf,2011,04-19,8.8056
2369,baf,2011,04-20,8.908999999999997
2370,baf,2011,04-21,8.9031
2371,baf,2011,04-25,8.908999999999997
2372,baf,2011,04-26,8.8834
2373,baf,2011,04-27,8.9296
2374,baf,2011,04-28,8.9363
2375,baf,2011,04-29,8.972000000000003
2376,baf,2011,05-02,9.0621
2377,baf,2011,05-03,9.0793
2378,baf,2011,05-04,9.105
2379,baf,2011,05-05,9.157
2380,baf,2011,05-06,9.182
2381,baf,2011,05-09,9.1702
2382,baf,2011,05-10,9.2398
2383,baf,2011,05-11,9.2185
2384,baf,2011,05-12,9.2524
2385,baf,2011,05-13,9.3016
2386,baf,2011,05-16,9.2938
2387,baf,2011,05-17,9.3222
2388,baf,2011,05-18,9.3084
2389,baf,2011,05-19,9.3298
2390,baf,2011,05-20,9.373
2391,baf,2011,05-23,9.3633
2392,baf,2011,05-24,9.3564
2393,baf,2011,05-25,9.3427
2394,baf,2011,05-26,9.3977
2395,baf,2011,05-27,9.3514
2396,baf,2011,05-31,9.3887
2397,baf,2011,06-01,9.4838
2398,baf,2011,06-02,9.4987
2399,baf,2011,06-03,9.59
2400,baf,2011,06-06,9.569
2401,baf,2011,06-07,9.505
2402,baf,2011,06-08,9.536
2403,baf,2011,06-09,9.4997
2404,baf,2011,06-10,9.518
2405,baf,2011,06-13,9.4878
2406,baf,2011,06-14,9.503
2407,baf,2011,06-15,9.4798
2408,baf,2011,06-16,9.4649
2409,baf,2011,06-17,9.4508
2410,baf,2011,06-20,9.584
2411,baf,2011,06-21,9.577
2412,baf,2011,06-22,9.596
2413,baf,2011,06-23,9.608
2414,baf,2011,06-24,9.626
2415,baf,2011,06-27,9.669
2416,baf,2011,06-28,9.654
2417,baf,2011,06-29,9.608
2418,baf,2011,06-30,9.584
2419,baf,2011,07-01,9.586
2420,baf,2011,07-05,9.614
2421,baf,2011,07-06,9.697
2422,baf,2011,07-07,9.717
2423,baf,2011,07-08,9.76
2424,baf,2011,07-11,9.698
2425,baf,2011,07-12,9.76
2426,baf,2011,07-13,9.747
2427,baf,2011,07-14,9.732
2428,baf,2011,07-15,9.683
2429,baf,2011,07-18,9.626
2430,baf,2011,07-19,9.656
2431,baf,2011,07-20,9.795
2432,baf,2011,07-21,9.823
2433,baf,2011,07-22,9.908
2434,baf,2011,07-25,9.837
2435,baf,2011,07-26,9.763
2436,baf,2011,07-27,9.55
2437,baf,2011,07-28,9.517
2438,baf,2011,07-29,9.4488
2439,baf,2011,08-01,9.598
2440,baf,2011,08-02,9.727
2441,baf,2011,08-03,9.781
2442,baf,2011,08-04,9.718
2443,baf,2011,08-05,9.669
2444,baf,2011,08-08,9.1895
2445,baf,2011,08-09,9.3348
2446,baf,2011,08-10,9.4967
2447,baf,2011,08-11,9.583
2448,baf,2011,08-12,9.674
2449,baf,2011,08-15,9.76
2450,baf,2011,08-16,9.73
2451,baf,2011,08-17,9.781
2452,baf,2011,08-18,9.738
2453,baf,2011,08-19,9.669
2454,baf,2011,08-22,9.708
2455,baf,2011,08-23,9.768
2456,baf,2011,08-24,9.73
2457,baf,2011,08-25,9.76
2458,baf,2011,08-26,9.811
2459,baf,2011,08-29,9.863
2460,baf,2011,08-30,9.828
2461,baf,2011,08-31,9.85
2462,baf,2011,09-01,9.842
2463,baf,2011,09-02,9.79
2464,baf,2011,09-06,9.786
2465,baf,2011,09-07,9.827
2466,baf,2011,09-08,9.798
2467,baf,2011,09-09,9.851
2468,baf,2011,09-12,9.874
2469,baf,2011,09-13,9.954
2470,baf,2011,09-14,10.009
2471,baf,2011,09-15,9.954
2472,baf,2011,09-16,9.962
2473,baf,2011,09-19,10.036
2474,baf,2011,09-20,10.105
2475,baf,2011,09-21,10.105
2476,baf,2011,09-22,10.099
2477,baf,2011,09-23,10.145
2478,baf,2011,09-26,10.155
2479,baf,2011,09-27,10.155
2480,baf,2011,09-28,10.229
2481,baf,2011,09-29,10.297
2482,baf,2011,09-30,10.267
2483,baf,2011,10-03,10.229
2484,baf,2011,10-04,10.103
2485,baf,2011,10-05,10.108
2486,baf,2011,10-06,10.004
2487,baf,2011,10-07,9.991
2488,baf,2011,10-10,9.936
2489,baf,2011,10-11,9.957
2490,baf,2011,10-12,9.885
2491,baf,2011,10-13,9.93
2492,baf,2011,10-14,10.018
2493,baf,2011,10-17,10.012
2494,baf,2011,10-18,9.957
2495,baf,2011,10-19,10.033
2496,baf,2011,10-20,10.087
2497,baf,2011,10-21,10.145
2498,baf,2011,10-24,10.063
2499,baf,2011,10-25,9.994
2500,baf,2011,10-26,9.998
2501,baf,2011,10-27,9.991
2502,baf,2011,10-28,9.947
2503,baf,2011,10-31,9.949
2506,baf,2012,01-03,11.19
2507,baf,2012,01-04,11.130999999999998
2508,baf,2012,01-05,11.261
2509,baf,2012,01-06,11.209
2510,baf,2012,01-09,11.329
2511,baf,2012,01-10,11.32
2512,baf,2012,01-11,11.353
2513,baf,2012,01-12,11.422
2514,baf,2012,01-13,11.441
2515,baf,2012,01-17,11.462
2516,baf,2012,01-18,11.428
2517,baf,2012,01-19,11.399
2518,baf,2012,01-20,11.351
2519,baf,2012,01-23,11.366
2520,baf,2012,01-24,11.32
2521,baf,2012,01-25,11.399
2522,baf,2012,01-26,11.595999999999998
2523,baf,2012,01-27,11.592
2524,baf,2012,01-30,11.582
2525,baf,2012,01-31,11.624
2526,baf,2012,02-01,11.625
2527,baf,2012,02-02,11.707
2528,baf,2012,02-03,11.658
2529,baf,2012,02-06,11.636
2530,baf,2012,02-07,11.684
2531,baf,2012,02-08,11.714
2532,baf,2012,02-09,11.737
2533,baf,2012,02-10,11.754
2534,baf,2012,02-13,11.833
2535,baf,2012,02-14,11.733
2536,baf,2012,02-15,11.791
2537,baf,2012,02-16,11.62
2538,baf,2012,02-17,11.651
2539,baf,2012,02-21,11.651
2540,baf,2012,02-22,11.521
2541,baf,2012,02-23,11.466
2542,baf,2012,02-24,11.593
2543,baf,2012,02-27,11.577
2544,baf,2012,02-28,11.557
2545,baf,2012,02-29,11.554
2546,baf,2012,03-01,11.651
2547,baf,2012,03-02,11.62
2548,baf,2012,03-05,11.623
2549,baf,2012,03-06,11.584
2550,baf,2012,03-07,11.605
2551,baf,2012,03-08,11.651
2552,baf,2012,03-09,11.707
2553,baf,2012,03-12,11.737
2554,baf,2012,03-13,11.805
2555,baf,2012,03-14,11.567
2556,baf,2012,03-15,11.057
2557,baf,2012,03-16,10.792
2558,baf,2012,03-19,10.917
2559,baf,2012,03-20,11.004
2560,baf,2012,03-21,11.123
2561,baf,2012,03-22,11.087
2562,baf,2012,03-23,10.963
2563,baf,2012,03-26,10.85
2564,baf,2012,03-27,10.968
2565,baf,2012,03-28,11.071
2566,baf,2012,03-29,11.155
2567,baf,2012,03-30,11.213
2568,baf,2012,04-02,11.178
2569,baf,2012,04-03,11.212
2570,baf,2012,04-04,11.246
2571,baf,2012,04-05,11.253
2572,baf,2012,04-09,11.31
2573,baf,2012,04-10,11.319
2574,baf,2012,04-11,11.335
2575,baf,2012,04-12,11.31
2576,baf,2012,04-13,11.342
2577,baf,2012,04-16,11.365
2578,baf,2012,04-17,11.382
2579,baf,2012,04-18,11.399
2580,baf,2012,04-19,11.459
2581,baf,2012,04-20,11.423
2582,baf,2012,04-23,11.473
2583,baf,2012,04-24,11.442
2584,baf,2012,04-25,11.428
2585,baf,2012,04-26,11.413
2586,baf,2012,04-27,11.468
2587,baf,2012,04-30,11.455
2588,baf,2012,05-01,11.505999999999998
2589,baf,2012,05-02,11.466
2590,baf,2012,05-03,11.531
2591,baf,2012,05-04,11.552
2592,baf,2012,05-07,11.567
2593,baf,2012,05-08,11.575
2594,baf,2012,05-09,11.624
2595,baf,2012,05-10,11.611
2596,baf,2012,05-11,11.647
2597,baf,2012,05-14,11.617
2598,baf,2012,05-15,11.669
2599,baf,2012,05-16,11.669
2600,baf,2012,05-17,11.58
2601,baf,2012,05-18,11.575
2602,baf,2012,05-21,11.630999999999998
2603,baf,2012,05-22,11.639
2604,baf,2012,05-23,11.669
2605,baf,2012,05-24,11.630999999999998
2606,baf,2012,05-25,11.624
2607,baf,2012,05-29,11.617
2608,baf,2012,05-30,11.617
2609,baf,2012,05-31,11.65
2610,baf,2012,06-01,11.626
2611,baf,2012,06-04,11.559
2612,baf,2012,06-05,11.568
2613,baf,2012,06-06,11.589
2614,baf,2012,06-07,11.507
2615,baf,2012,06-08,11.576
2616,baf,2012,06-11,11.589
2617,baf,2012,06-12,11.603
2618,baf,2012,06-13,11.619000000000002
2619,baf,2012,06-14,11.561
2620,baf,2012,06-15,11.477
2621,baf,2012,06-18,11.548
2622,baf,2012,06-19,11.532
2623,baf,2012,06-20,11.493
2624,baf,2012,06-21,11.515999999999998
2625,baf,2012,06-22,11.515
2626,baf,2012,06-25,11.508
2627,baf,2012,06-26,11.493
2628,baf,2012,06-27,11.569
2629,baf,2012,06-28,11.569
2630,baf,2012,06-29,11.603
2631,baf,2012,07-02,11.749
2632,baf,2012,07-03,11.793
2633,baf,2012,07-05,11.845
2634,baf,2012,07-06,11.86
2635,baf,2012,07-09,11.957
2636,baf,2012,07-10,12.11
2637,baf,2012,07-11,12.077
2638,baf,2012,07-12,12.077
2639,baf,2012,07-13,12.157
2640,baf,2012,07-16,12.218
2641,baf,2012,07-17,12.198
2642,baf,2012,07-18,12.272
2643,baf,2012,07-19,12.25
2644,baf,2012,07-20,12.408
2645,baf,2012,07-23,12.538
2646,baf,2012,07-24,12.629
2647,baf,2012,07-25,12.595
2648,baf,2012,07-26,12.531
2649,baf,2012,07-27,12.581
2650,baf,2012,07-30,12.499
2651,baf,2012,07-31,12.538
2652,baf,2012,08-01,12.581
2653,baf,2012,08-02,12.499
2654,baf,2012,08-03,12.546
2655,baf,2012,08-06,12.514
2656,baf,2012,08-07,12.595
2657,baf,2012,08-08,12.595
2658,baf,2012,08-09,12.573
2659,baf,2012,08-10,12.521
2660,baf,2012,08-13,12.486
2661,baf,2012,08-14,12.493
2662,baf,2012,08-15,12.476
2663,baf,2012,08-16,12.476
2664,baf,2012,08-17,12.452
2665,baf,2012,08-20,12.438
2666,baf,2012,08-21,12.362
2667,baf,2012,08-22,12.138
2668,baf,2012,08-23,12.138
2669,baf,2012,08-24,12.138
2670,baf,2012,08-27,12.095
2671,baf,2012,08-28,12.118
2672,baf,2012,08-29,12.25
2673,baf,2012,08-30,12.198
2674,baf,2012,08-31,12.242
2675,baf,2012,09-04,12.219
2676,baf,2012,09-05,12.175
2677,baf,2012,09-06,12.205
2678,baf,2012,09-07,12.228
2679,baf,2012,09-10,12.25
2680,baf,2012,09-11,12.349
2681,baf,2012,09-12,12.447
2682,baf,2012,09-13,12.415
2683,baf,2012,09-14,12.433
2684,baf,2012,09-17,12.337
2685,baf,2012,09-18,12.323
2686,baf,2012,09-19,12.390999999999998
2687,baf,2012,09-20,12.652
2688,baf,2012,09-21,12.775
2689,baf,2012,09-24,12.707
2690,baf,2012,09-25,12.763
2691,baf,2012,09-26,12.887
2692,baf,2012,09-27,12.953
2693,baf,2012,09-28,12.959
2694,baf,2012,10-01,12.879
2695,baf,2012,10-02,12.741
2696,baf,2012,10-03,12.749
2697,baf,2012,10-04,12.675
2698,baf,2012,10-05,12.733
2699,baf,2012,10-08,12.781
2700,baf,2012,10-09,12.749
2701,baf,2012,10-10,12.652
2702,baf,2012,10-11,12.627
2703,baf,2012,10-12,12.666
2704,baf,2012,10-15,12.674
2705,baf,2012,10-16,12.683
2706,baf,2012,10-17,12.656
2707,baf,2012,10-18,12.651
2708,baf,2012,10-19,12.69
2709,baf,2012,10-22,12.568
2710,baf,2012,10-23,12.69
2711,baf,2012,10-24,12.788
2712,baf,2012,10-25,12.621
2713,baf,2012,10-26,12.666
2714,baf,2012,10-31,12.599
2717,baf,2013,01-02,12.912
2718,baf,2013,01-03,12.989
2719,baf,2013,01-04,12.981
2720,baf,2013,01-07,12.912
2721,baf,2013,01-08,12.994000000000002
2722,baf,2013,01-09,13.068
2723,baf,2013,01-10,13.055
2724,baf,2013,01-11,13.038
2725,baf,2013,01-14,12.957
2726,baf,2013,01-15,12.765999999999998
2727,baf,2013,01-16,12.822
2728,baf,2013,01-17,12.942
2729,baf,2013,01-18,12.972
2730,baf,2013,01-22,13.031
2731,baf,2013,01-23,13.124
2732,baf,2013,01-24,13.091
2733,baf,2013,01-25,13.067
2734,baf,2013,01-28,12.861
2735,baf,2013,01-29,12.719
2736,baf,2013,01-30,12.719
2737,baf,2013,01-31,12.709
2738,baf,2013,02-01,12.772
2739,baf,2013,02-04,12.709
2740,baf,2013,02-05,12.785
2741,baf,2013,02-06,12.752
2742,baf,2013,02-07,12.686
2743,baf,2013,02-08,12.66
2744,baf,2013,02-11,12.669
2745,baf,2013,02-12,12.686
2746,baf,2013,02-13,12.644
2747,baf,2013,02-14,12.525
2748,baf,2013,02-15,12.486
2749,baf,2013,02-19,12.517
2750,baf,2013,02-20,12.517
2751,baf,2013,02-21,12.569
2752,baf,2013,02-22,12.509
2753,baf,2013,02-25,12.469
2754,baf,2013,02-26,12.494000000000002
2755,baf,2013,02-27,12.525
2756,baf,2013,02-28,12.541
2757,baf,2013,03-01,12.557
2758,baf,2013,03-04,12.549
2759,baf,2013,03-05,12.517
2760,baf,2013,03-06,12.533
2761,baf,2013,03-07,12.486
2762,baf,2013,03-08,12.437
2763,baf,2013,03-11,12.238
2764,baf,2013,03-12,12.159
2765,baf,2013,03-13,11.982
2766,baf,2013,03-14,11.765
2767,baf,2013,03-15,11.640999999999998
2768,baf,2013,03-18,11.867
2769,baf,2013,03-19,11.851
2770,baf,2013,03-20,11.996
2771,baf,2013,03-21,11.938
2772,baf,2013,03-22,11.982
2773,baf,2013,03-25,12.019
2774,baf,2013,03-26,12.004
2775,baf,2013,03-27,12.099
2776,baf,2013,03-28,12.068
2777,baf,2013,04-01,12.019
2778,baf,2013,04-02,11.975
2779,baf,2013,04-03,11.938
2780,baf,2013,04-04,12.036
2781,baf,2013,04-05,12.068
2782,baf,2013,04-08,12.068
2783,baf,2013,04-09,12.117
2784,baf,2013,04-10,12.117
2785,baf,2013,04-11,12.116
2786,baf,2013,04-12,12.116
2787,baf,2013,04-15,12.06
2788,baf,2013,04-16,12.06
2789,baf,2013,04-17,12.091
2790,baf,2013,04-18,12.116
2791,baf,2013,04-19,12.152
2792,baf,2013,04-22,12.083
2793,baf,2013,04-23,12.152
2794,baf,2013,04-24,12.124
2795,baf,2013,04-25,12.157
2796,baf,2013,04-26,12.124
2797,baf,2013,04-29,12.124
2798,baf,2013,04-30,12.152
2799,baf,2013,05-01,12.22
2800,baf,2013,05-02,12.22
2801,baf,2013,05-03,12.206
2802,baf,2013,05-06,12.267
2803,baf,2013,05-07,12.236
2804,baf,2013,05-08,12.199000000000002
2805,baf,2013,05-09,12.22
2806,baf,2013,05-10,12.184
2807,baf,2013,05-13,12.072
2808,baf,2013,05-14,12.059
2809,baf,2013,05-15,12.04
2810,baf,2013,05-16,12.081
2811,baf,2013,05-17,12.059
2812,baf,2013,05-20,12.143
2813,baf,2013,05-21,12.143
2814,baf,2013,05-22,12.135
2815,baf,2013,05-23,12.135
2816,baf,2013,05-24,12.114
2817,baf,2013,05-28,11.941
2818,baf,2013,05-29,11.707
2819,baf,2013,05-30,11.659
2820,baf,2013,05-31,11.572
2821,baf,2013,06-03,11.387
2822,baf,2013,06-04,11.387
2823,baf,2013,06-05,11.432
2824,baf,2013,06-06,11.552
2825,baf,2013,06-07,11.512
2826,baf,2013,06-10,11.253
2827,baf,2013,06-11,11.26
2828,baf,2013,06-12,11.009
2829,baf,2013,06-13,11.031
2830,baf,2013,06-14,11.056
2831,baf,2013,06-17,11.039
2832,baf,2013,06-18,10.962
2833,baf,2013,06-19,10.862
2834,baf,2013,06-20,10.6
2835,baf,2013,06-21,10.503
2836,baf,2013,06-24,10.265
2837,baf,2013,06-25,10.388
2838,baf,2013,06-26,10.657
2839,baf,2013,06-27,10.852
2840,baf,2013,06-28,10.924
2841,baf,2013,07-01,10.908
2842,baf,2013,07-02,10.852
2843,baf,2013,07-03,10.664
2844,baf,2013,07-05,10.437
2845,baf,2013,07-08,10.437
2846,baf,2013,07-09,10.411
2847,baf,2013,07-10,10.345999999999998
2848,baf,2013,07-11,10.554
2849,baf,2013,07-12,10.533
2850,baf,2013,07-15,10.546
2851,baf,2013,07-16,10.494000000000002
2852,baf,2013,07-17,10.568
2853,baf,2013,07-18,10.533
2854,baf,2013,07-19,10.272
2855,baf,2013,07-22,10.184
2856,baf,2013,07-23,10.19
2857,baf,2013,07-24,10.033
2858,baf,2013,07-25,9.877
2859,baf,2013,07-26,9.949
2860,baf,2013,07-29,9.994
2861,baf,2013,07-30,10.016
2862,baf,2013,07-31,9.957
2863,baf,2013,08-01,9.927
2864,baf,2013,08-02,9.911
2865,baf,2013,08-05,9.843
2866,baf,2013,08-06,9.798
2867,baf,2013,08-07,9.775
2868,baf,2013,08-08,9.868
2869,baf,2013,08-09,9.868
2870,baf,2013,08-12,9.895
2871,baf,2013,08-13,9.805
2872,baf,2013,08-14,9.86
2873,baf,2013,08-15,9.814
2874,baf,2013,08-16,9.82
2875,baf,2013,08-19,9.926
2876,baf,2013,08-20,10.048
2877,baf,2013,08-21,10.083
2878,baf,2013,08-22,10.273
2879,baf,2013,08-23,10.205
2880,baf,2013,08-26,10.156
2881,baf,2013,08-27,10.141
2882,baf,2013,08-28,10.132
2883,baf,2013,08-29,10.124
2884,baf,2013,08-30,10.148
2885,baf,2013,09-03,10.147
2886,baf,2013,09-04,10.177
2887,baf,2013,09-05,10.123
2888,baf,2013,09-06,10.065
2889,baf,2013,09-09,10.101
2890,baf,2013,09-10,10.038
2891,baf,2013,09-11,9.973
2892,baf,2013,09-12,10.009
2893,baf,2013,09-13,9.993
2894,baf,2013,09-16,10.038
2895,baf,2013,09-17,10.212
2896,baf,2013,09-18,10.396
2897,baf,2013,09-19,10.396
2898,baf,2013,09-20,10.348
2899,baf,2013,09-23,10.396
2900,baf,2013,09-24,10.374
2901,baf,2013,09-25,10.422
2902,baf,2013,09-26,10.374
2903,baf,2013,09-27,10.39
2904,baf,2013,09-30,10.413
2905,baf,2013,10-01,10.39
2906,baf,2013,10-02,10.366
2907,baf,2013,10-03,10.307
2908,baf,2013,10-04,10.283
2909,baf,2013,10-07,10.205
2910,baf,2013,10-08,10.19
2911,baf,2013,10-09,10.164
2912,baf,2013,10-10,10.169
2913,baf,2013,10-11,10.146
2914,baf,2013,10-14,10.162
2915,baf,2013,10-15,10.168
2916,baf,2013,10-16,10.204
2917,baf,2013,10-17,10.423
2918,baf,2013,10-18,10.457
2919,baf,2013,10-21,10.423
2920,baf,2013,10-22,10.515999999999998
2921,baf,2013,10-23,10.538
2922,baf,2013,10-24,10.598
2923,baf,2013,10-25,10.574000000000002
2924,baf,2013,10-28,10.598
2925,baf,2013,10-29,10.614
2926,baf,2013,10-30,10.592
2927,baf,2013,10-31,10.559
2930,baf,2014,01-02,10.517
2931,baf,2014,01-03,10.594
2932,baf,2014,01-06,10.6
2933,baf,2014,01-07,10.6
2934,baf,2014,01-08,10.6
2935,baf,2014,01-09,10.645
2936,baf,2014,01-10,10.746
2937,baf,2014,01-13,10.762
2938,baf,2014,01-14,10.78
2939,baf,2014,01-15,10.744000000000002
2940,baf,2014,01-16,10.762
2941,baf,2014,01-17,10.837
2942,baf,2014,01-21,10.869000000000002
2943,baf,2014,01-22,10.885
2944,baf,2014,01-23,10.958
2945,baf,2014,01-24,10.892
2946,baf,2014,01-27,10.885
2947,baf,2014,01-28,10.943
2948,baf,2014,01-29,10.917
2949,baf,2014,01-30,10.927
2950,baf,2014,01-31,10.975
2951,baf,2014,02-03,11.024
2952,baf,2014,02-04,11.005999999999998
2953,baf,2014,02-05,10.975
2954,baf,2014,02-06,10.984000000000002
2955,baf,2014,02-07,11.038
2956,baf,2014,02-10,11.104
2957,baf,2014,02-11,11.104
2958,baf,2014,02-12,11.118
2959,baf,2014,02-13,11.118
2960,baf,2014,02-14,11.137
2961,baf,2014,02-18,11.07
2962,baf,2014,02-19,11.07
2963,baf,2014,02-20,11.077
2964,baf,2014,02-21,11.077
2965,baf,2014,02-24,11.045
2966,baf,2014,02-25,11.112
2967,baf,2014,02-26,11.118
2968,baf,2014,02-27,11.215
2969,baf,2014,02-28,11.154000000000002
2970,baf,2014,03-03,11.223
2971,baf,2014,03-04,11.202
2972,baf,2014,03-05,11.224
2973,baf,2014,03-06,11.17
2974,baf,2014,03-07,11.028
2975,baf,2014,03-10,11.094
2976,baf,2014,03-11,11.062
2977,baf,2014,03-12,11.25
2978,baf,2014,03-13,11.307
2979,baf,2014,03-14,11.274
2980,baf,2014,03-17,11.274
2981,baf,2014,03-18,11.274
2982,baf,2014,03-19,11.117
2983,baf,2014,03-20,11.111
2984,baf,2014,03-21,11.154000000000002
2985,baf,2014,03-24,11.283
2986,baf,2014,03-25,11.179
2987,baf,2014,03-26,11.241
2988,baf,2014,03-27,11.283
2989,baf,2014,03-28,11.3
2990,baf,2014,03-31,11.29
2991,baf,2014,04-01,11.257
2992,baf,2014,04-02,11.202
2993,baf,2014,04-03,11.209
2994,baf,2014,04-04,11.233
2995,baf,2014,04-07,11.274
2996,baf,2014,04-08,11.307
2997,baf,2014,04-09,11.29
2998,baf,2014,04-10,11.334
2999,baf,2014,04-11,11.376
3000,baf,2014,04-14,11.333
3001,baf,2014,04-15,11.376
3002,baf,2014,04-16,11.358
3003,baf,2014,04-17,11.333
3004,baf,2014,04-21,11.412
3005,baf,2014,04-22,11.445
3006,baf,2014,04-23,11.479
3007,baf,2014,04-24,11.514
3008,baf,2014,04-25,11.572
3009,baf,2014,04-28,11.586
3010,baf,2014,04-29,11.564
3011,baf,2014,04-30,11.594
3012,baf,2014,05-01,11.687
3013,baf,2014,05-02,11.705
3014,baf,2014,05-05,11.679
3015,baf,2014,05-06,11.705
3016,baf,2014,05-07,11.720999999999998
3017,baf,2014,05-08,11.729
3018,baf,2014,05-09,11.76
3019,baf,2014,05-12,11.729
3020,baf,2014,05-13,11.76
3021,baf,2014,05-14,11.76
3022,baf,2014,05-15,11.833
